,id,playlist,artist,explicit,name,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,time_signature
3HxdmLK9jPkpRLHjZ9FZ0Z,3HxdmLK9jPkpRLHjZ9FZ0Z,smooth 👾,Milk & Bone,False,Pressure,2015-04-21,40,0.537,0.335,5,-9.828,1,0.0319,0.489,0.00894,0.0972,0.153,73.082,audio_features,spotify:track:3HxdmLK9jPkpRLHjZ9FZ0Z,4
7DfFc7a6Rwfi3YQMRbDMau,7DfFc7a6Rwfi3YQMRbDMau,smooth 👾,Frank Ocean,False,Thinkin Bout You,2012-01-01,73,0.716,0.35,0,-11.094,1,0.0537,0.41,0.00134,0.0927,0.178,129.842,audio_features,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,4
1RMJOxR6GRPsBHL8qeC2ux,1RMJOxR6GRPsBHL8qeC2ux,smooth 👾,Daniel Caesar,False,Best Part (feat. H.E.R.),2017-08-25,80,0.524,0.364,7,-10.209,1,0.0367,0.808,0.0,0.1,0.436,75.24,audio_features,spotify:track:1RMJOxR6GRPsBHL8qeC2ux,4
08bymSahrAUpabFR6YSiy9,08bymSahrAUpabFR6YSiy9,smooth 👾,Smino,True,blkjuptr,2016-06-03,52,0.556,0.373,11,-10.863,1,0.48,0.313,0.0,0.272,0.487,111.164,audio_features,spotify:track:08bymSahrAUpabFR6YSiy9,4
0mPY8Zqi5Kvjm4RDzmF4yg,0mPY8Zqi5Kvjm4RDzmF4yg,smooth 👾,Sam Kim,False,TOUCH MY BODY,2016-04-10,46,0.78,0.398,0,-10.016,1,0.208,0.528,0.0,0.127,0.469,86.008,audio_features,spotify:track:0mPY8Zqi5Kvjm4RDzmF4yg,4
0RGUIOZtmOXTWOy5EjvQbP,0RGUIOZtmOXTWOy5EjvQbP,smooth 👾,Lauv,False,Paris in the Rain,2017-11-17,58,0.426,0.408,3,-9.419,1,0.0524,0.771,7.88e-06,0.394,0.528,76.309,audio_features,spotify:track:0RGUIOZtmOXTWOy5EjvQbP,4
6NFyWDv5CjfwuzoCkw47Xf,6NFyWDv5CjfwuzoCkw47Xf,smooth 👾,Taylor Swift,False,Delicate,2017-11-10,82,0.745,0.41,9,-10.212,0,0.0779,0.228,0.000383,0.0906,0.0596,95.022,audio_features,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,4
2GFjfzXWeV8iLCnRCKJxaO,2GFjfzXWeV8iLCnRCKJxaO,smooth 👾,Gabriel Garzón-Montano,False,Crawl,2017-01-27,45,0.893,0.408,9,-10.144,0,0.0515,0.522,0.0176,0.0985,0.55,84.131,audio_features,spotify:track:2GFjfzXWeV8iLCnRCKJxaO,4
21oJ1K99GBJrE2GVQGVjA0,21oJ1K99GBJrE2GVQGVjA0,smooth 👾,Sabrina Claudio,False,Frozen,2017-10-05,64,0.486,0.419,5,-6.415,1,0.0563,0.741,6.59e-05,0.096,0.227,119.065,audio_features,spotify:track:21oJ1K99GBJrE2GVQGVjA0,3
41yIvlFgvGwxq8qTqAR7eG,41yIvlFgvGwxq8qTqAR7eG,smooth 👾,The Paper Kites,False,Bloom - Bonus Track,2013-03-05,73,0.592,0.416,1,-9.794,1,0.0246,0.882,0.000586,0.112,0.417,96.002,audio_features,spotify:track:41yIvlFgvGwxq8qTqAR7eG,4
3Txcx4jhuiTZSvhAL0WaRc,3Txcx4jhuiTZSvhAL0WaRc,smooth 👾,Yuna,False,Crush,2016-05-20,61,0.678,0.414,9,-10.144,0,0.0498,0.366,3.78e-06,0.0885,0.355,130.031,audio_features,spotify:track:3Txcx4jhuiTZSvhAL0WaRc,4
5djjmpqAOlne6d5RSHQmvu,5djjmpqAOlne6d5RSHQmvu,smooth 👾,Pentatonix,False,Valentine,2014-05-05,43,0.677,0.436,8,-9.058,1,0.0475,0.806,3.14e-05,0.163,0.467,151.875,audio_features,spotify:track:5djjmpqAOlne6d5RSHQmvu,4
2vLWF4yFhTHQZVwrPTjH1s,2vLWF4yFhTHQZVwrPTjH1s,smooth 👾,Alina Baraz,False,Floating (feat. Khalid),2018-04-06,71,0.66,0.447,1,-9.026,0,0.0482,0.81,2.15e-06,0.11,0.578,84.95,audio_features,spotify:track:2vLWF4yFhTHQZVwrPTjH1s,4
152lZdxL1OR0ZMW6KquMif,152lZdxL1OR0ZMW6KquMif,smooth 👾,Khalid,False,Location,2017-04-27,84,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,audio_features,spotify:track:152lZdxL1OR0ZMW6KquMif,4
3x233Gqbqy4CRMYw4ukNhd,3x233Gqbqy4CRMYw4ukNhd,smooth 👾,Alextbh,False,alive,2016-08-08,35,0.375,0.457,9,-9.766,0,0.0619,0.542,1.82e-06,0.0787,0.25,80.806,audio_features,spotify:track:3x233Gqbqy4CRMYw4ukNhd,4
00aQGaqM6SFzGfbgKOite0,00aQGaqM6SFzGfbgKOite0,smooth 👾,Tom Misch,False,So Close,2014-11-03,52,0.609,0.466,8,-11.735,1,0.178,0.223,0.00934,0.0947,0.492,114.039,audio_features,spotify:track:00aQGaqM6SFzGfbgKOite0,4
0lXz2fuzK8s4csGuRrPKpV,0lXz2fuzK8s4csGuRrPKpV,smooth 👾,The Knocks,False,Classic (feat. POWERS) - POWERS Sunset Version,2014-11-04,32,0.235,0.481,2,-8.212,1,0.0583,0.0299,1.44e-05,0.0539,0.0949,74.995,audio_features,spotify:track:0lXz2fuzK8s4csGuRrPKpV,1
3nAeCnfPmQtUaLkcJ4Y48q,3nAeCnfPmQtUaLkcJ4Y48q,smooth 👾,SG Lewis,False,Warm,2015-09-11,50,0.441,0.476,11,-13.951,0,0.122,0.513,0.382,0.104,0.16,96.919,audio_features,spotify:track:3nAeCnfPmQtUaLkcJ4Y48q,4
3cQf4qfc9YGgYP9WScRjtV,3cQf4qfc9YGgYP9WScRjtV,smooth 👾,Raleigh Ritchie,False,Unicron Loev,2016-12-16,6,0.453,0.481,3,-8.935,0,0.0864,0.201,0.0,0.105,0.385,48.632,audio_features,spotify:track:3cQf4qfc9YGgYP9WScRjtV,4
5A6BJLZArq1MPjsnmcuk5f,5A6BJLZArq1MPjsnmcuk5f,smooth 👾,MAX,False,Lights Down Low,2016-04-08,71,0.623,0.493,5,-7.727,0,0.0338,0.0632,0.0,0.104,0.594,81.019,audio_features,spotify:track:5A6BJLZArq1MPjsnmcuk5f,4
0IVHlst3XMgzXUJbIyZ8oO,0IVHlst3XMgzXUJbIyZ8oO,smooth 👾,Oh Wonder,False,Without You,2015-09-04,61,0.636,0.485,11,-7.138,0,0.0661,0.249,2.96e-06,0.107,0.266,86.979,audio_features,spotify:track:0IVHlst3XMgzXUJbIyZ8oO,4
787sBHmbNuUJbgmZooOhkB,787sBHmbNuUJbgmZooOhkB,smooth 👾,JONES,False,Melt,2016-06-16,1,0.697,0.489,1,-10.701,1,0.0411,0.202,0.00715,0.102,0.408,99.998,audio_features,spotify:track:787sBHmbNuUJbgmZooOhkB,4
5cJYmxPamYmG1xZMKKBFSO,5cJYmxPamYmG1xZMKKBFSO,smooth 👾,Raleigh Ritchie,True,A Moor,2016-02-26,36,0.631,0.496,9,-8.282,0,0.15,0.146,0.235,0.148,0.23,94.91,audio_features,spotify:track:5cJYmxPamYmG1xZMKKBFSO,4
0tDfp0vFR95Gg6Mrhza3lX,0tDfp0vFR95Gg6Mrhza3lX,smooth 👾,Taylor Swift,False,Call It What You Want,2017-11-03,10,0.599,0.508,9,-9.894,1,0.105,0.193,0.000177,0.329,0.269,163.957,audio_features,spotify:track:0tDfp0vFR95Gg6Mrhza3lX,4
57nReJa69S1lEJGYHLCKlx,57nReJa69S1lEJGYHLCKlx,smooth 👾,Alina Baraz,False,Lavender and Velvet,2017-09-29,62,0.684,0.512,11,-7.232,0,0.0401,0.401,0.0,0.1,0.354,127.908,audio_features,spotify:track:57nReJa69S1lEJGYHLCKlx,4
79ptYtWnpAnsQutzg2xSFk,79ptYtWnpAnsQutzg2xSFk,smooth 👾,Gallant,False,Cave Me In,2017-01-26,58,0.689,0.512,1,-6.206,1,0.0509,0.346,2.07e-06,0.106,0.619,90.091,audio_features,spotify:track:79ptYtWnpAnsQutzg2xSFk,4
3Loc6dfakm8T0bxO1wIrMq,3Loc6dfakm8T0bxO1wIrMq,smooth 👾,Sinead Harnett,False,Body,2018-04-06,51,0.541,0.528,3,-7.1,1,0.046,0.342,0.00663,0.159,0.23,109.919,audio_features,spotify:track:3Loc6dfakm8T0bxO1wIrMq,4
0MDYvPEc9CFp2vkth6eoOQ,0MDYvPEc9CFp2vkth6eoOQ,smooth 👾,Sabrina Claudio,False,Belong To You,2017-10-05,58,0.57,0.536,10,-10.317,0,0.0552,0.272,0.032,0.34,0.443,152.13,audio_features,spotify:track:0MDYvPEc9CFp2vkth6eoOQ,4
2uGnJ0lkrnH3hWtbSLTvuD,2uGnJ0lkrnH3hWtbSLTvuD,smooth 👾,Lauv,False,Comfortable,2015-09-25,1,0.433,0.554,9,-5.629,0,0.165,0.763,0.0,0.0903,0.546,140.235,audio_features,spotify:track:2uGnJ0lkrnH3hWtbSLTvuD,3
7uaHWKcM7udTdFxOvBTYkJ,7uaHWKcM7udTdFxOvBTYkJ,smooth 👾,Rihanna,True,Higher,2016-01-28,53,0.387,0.562,10,-4.154,1,0.0387,0.161,0.0,0.129,0.37,78.36,audio_features,spotify:track:7uaHWKcM7udTdFxOvBTYkJ,3
7AHDZEsTkwNP2MWtMYPVVV,7AHDZEsTkwNP2MWtMYPVVV,smooth 👾,Jae Stephens,True,24K,2017-06-14,40,0.677,0.571,6,-6.334,1,0.037,0.0691,0.0,0.228,0.213,101.995,audio_features,spotify:track:7AHDZEsTkwNP2MWtMYPVVV,4
60d9kj6p9xuOSvQpv5l2xP,60d9kj6p9xuOSvQpv5l2xP,smooth 👾,NIKI,True,Dancing with the Devil,2018-05-16,56,0.761,0.571,5,-8.166,0,0.0416,0.238,0.00336,0.121,0.437,102.062,audio_features,spotify:track:60d9kj6p9xuOSvQpv5l2xP,4
7AWZvcyaSBxRzaBJcHf9XL,7AWZvcyaSBxRzaBJcHf9XL,smooth 👾,HONNE,False,Day 1 ◑,2018-03-29,70,0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555,audio_features,spotify:track:7AWZvcyaSBxRzaBJcHf9XL,4
6PGoSes0D9eUDeeAafB2As,6PGoSes0D9eUDeeAafB2As,smooth 👾,Kendrick Lamar,True,LOVE. FEAT. ZACARI.,2017-04-14,81,0.798,0.582,10,-7.38,1,0.103,0.29,0.0,0.153,0.766,126.075,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,4
0ZJAaMYZzmnHGA6msryIWf,0ZJAaMYZzmnHGA6msryIWf,smooth 👾,Jarryd James,False,1000x,2016-07-29,50,0.544,0.589,8,-7.184,1,0.0319,0.139,0.0494,0.0807,0.0664,111.926,audio_features,spotify:track:0ZJAaMYZzmnHGA6msryIWf,4
7FVGIPgLMDChTffvG2LuHV,7FVGIPgLMDChTffvG2LuHV,smooth 👾,King Princess,True,Holy,2018-06-15,65,0.614,0.585,10,-9.483,1,0.164,0.134,0.000129,0.0948,0.211,169.905,audio_features,spotify:track:7FVGIPgLMDChTffvG2LuHV,4
53KTMekF8jTKQGtTbo9aR2,53KTMekF8jTKQGtTbo9aR2,smooth 👾,Charlotte Lawrence,False,Keep Me Up,2018-05-11,61,0.627,0.585,5,-5.76,0,0.0395,0.42,0.0,0.705,0.361,119.9,audio_features,spotify:track:53KTMekF8jTKQGtTbo9aR2,4
7CfLLpJcnPuDCZ1pj5jm6T,7CfLLpJcnPuDCZ1pj5jm6T,smooth 👾,Charlotte Lawrence,False,Young and Reckless,2018-06-08,53,0.698,0.594,4,-6.717,0,0.073,0.484,0.0,0.195,0.307,100.072,audio_features,spotify:track:7CfLLpJcnPuDCZ1pj5jm6T,4
2x0WlnmfG39ZuDmstl9xfX,2x0WlnmfG39ZuDmstl9xfX,smooth 👾,Taylor Swift,False,End Game,2017-11-10,76,0.453,0.6,2,-6.217,1,0.15,0.00806,0.0,0.111,0.154,159.088,audio_features,spotify:track:2x0WlnmfG39ZuDmstl9xfX,4
3BwR5psKNxcyqWoc80eOuq,3BwR5psKNxcyqWoc80eOuq,smooth 👾,LANY,False,ILYSB,2015-12-11,54,0.596,0.629,5,-6.614,1,0.065,0.576,0.0158,0.326,0.476,100.023,audio_features,spotify:track:3BwR5psKNxcyqWoc80eOuq,4
56YxexMwtMqoBoof8uAnrL,56YxexMwtMqoBoof8uAnrL,smooth 👾,Mickey Blue,False,Attached,2017-03-15,43,0.604,0.63,8,-5.17,1,0.073,0.281,0.0,0.0891,0.839,84.668,audio_features,spotify:track:56YxexMwtMqoBoof8uAnrL,4
6UoHvjfWYlzM43houhnD3k,6UoHvjfWYlzM43houhnD3k,smooth 👾,HONNE,False,All In The Value,2015-04-10,36,0.656,0.626,6,-5.027,0,0.142,0.256,0.00245,0.225,0.627,91.043,audio_features,spotify:track:6UoHvjfWYlzM43houhnD3k,4
2aksifNn5ph8igDOkPBA02,2aksifNn5ph8igDOkPBA02,smooth 👾,Rihanna,True,Love On The Brain,2016-01-28,72,0.506,0.641,4,-4.815,0,0.0456,0.0848,8.09e-06,0.073,0.393,171.957,audio_features,spotify:track:2aksifNn5ph8igDOkPBA02,3
5AnCLGg35ziFOloEnXK4uu,5AnCLGg35ziFOloEnXK4uu,smooth 👾,Miley Cyrus,False,Adore You,2013-10-04,70,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759,audio_features,spotify:track:5AnCLGg35ziFOloEnXK4uu,4
5GH3j9J7cFglHWFpqmWIXe,5GH3j9J7cFglHWFpqmWIXe,smooth 👾,HONNE,False,Good Together,2016-01-22,51,0.683,0.658,5,-5.46,0,0.0293,0.0874,0.000487,0.133,0.507,96.99,audio_features,spotify:track:5GH3j9J7cFglHWFpqmWIXe,4
6VM9H9tmexHFNLePOXOVPX,6VM9H9tmexHFNLePOXOVPX,smooth 👾,Charlotte Lawrence,True,Wait Up,2018-06-15,56,0.631,0.705,9,-2.941,0,0.0344,0.223,3.2e-05,0.128,0.382,101.075,audio_features,spotify:track:6VM9H9tmexHFNLePOXOVPX,4
17YuXw2ScwLLL1sUrRKhoW,17YuXw2ScwLLL1sUrRKhoW,smooth 👾,Alina Baraz,False,Fantasy,2015-05-19,66,0.68,0.747,4,-6.056,0,0.091,0.353,0.0,0.138,0.331,113.933,audio_features,spotify:track:17YuXw2ScwLLL1sUrRKhoW,4
1NbGcdgwRHZ5rbPIT9hdR3,1NbGcdgwRHZ5rbPIT9hdR3,smooth 👾,Troye Sivan,False,Dance To This (feat. Ariana Grande),2018-06-13,84,0.736,0.756,11,-7.099,1,0.047,0.00632,0.00577,0.106,0.712,117.016,audio_features,spotify:track:1NbGcdgwRHZ5rbPIT9hdR3,4
1UZOjK1BwmwWU14Erba9CZ,1UZOjK1BwmwWU14Erba9CZ,smooth 👾,Miley Cyrus,False,Malibu,2017-09-29,78,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,audio_features,spotify:track:1UZOjK1BwmwWU14Erba9CZ,4
4mL59LVbKgOpEACxraGYdr,4mL59LVbKgOpEACxraGYdr,smooth 👾,Jhene Aiko,True,While We're Young,2017-09-22,71,0.639,0.778,2,-6.004,1,0.194,0.108,1.12e-06,0.108,0.808,128.014,audio_features,spotify:track:4mL59LVbKgOpEACxraGYdr,4
7xF9Zmij4Io5BuAt8SmZS7,7xF9Zmij4Io5BuAt8SmZS7,smooth 👾,Brayton Bowman,False,Play Me,2015-08-21,16,0.615,0.838,10,-1.556,0,0.196,0.0887,0.0,0.295,0.648,165.849,audio_features,spotify:track:7xF9Zmij4Io5BuAt8SmZS7,4
0xlg27g9OXI2PHvwLJSCoo,0xlg27g9OXI2PHvwLJSCoo,smooth 👾,Lostboycrow,False,Powers,2015-09-08,52,0.495,0.48,9,-7.633,0,0.0683,0.517,1.3e-06,0.101,0.179,159.918,audio_features,spotify:track:0xlg27g9OXI2PHvwLJSCoo,4
0MBptFRBmd6ym3TkMicUch,0MBptFRBmd6ym3TkMicUch,smooth 👾,Maths Time Joy,False,Only You,2017-11-17,39,0.473,0.167,2,-14.184,1,0.0562,0.892,0.00502,0.0876,0.115,138.031,audio_features,spotify:track:0MBptFRBmd6ym3TkMicUch,4
1HLg6FbKd24hNyElvEVSbv,1HLg6FbKd24hNyElvEVSbv,smooth 👾,SPACESPEAKERS,False,Everyday,2018-05-16,42,0.664,0.872,0,-3.15,0,0.0789,0.103,0.0,0.127,0.449,149.881,audio_features,spotify:track:1HLg6FbKd24hNyElvEVSbv,4
77yuzxCS3csrgTPSW0pvyk,77yuzxCS3csrgTPSW0pvyk,i was looking like a snack but u were on a diet 🌊,Coldplay,False,O,2014-05-19,63,0.23,0.216,10,-14.727,1,0.0376,0.911,0.829,0.0934,0.0618,92.022,audio_features,spotify:track:77yuzxCS3csrgTPSW0pvyk,5
5sF7hdYvhrcgNq8NZjfK8L,5sF7hdYvhrcgNq8NZjfK8L,i was looking like a snack but u were on a diet 🌊,Birdy,False,Not About Angels,2014-04-13,72,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,audio_features,spotify:track:5sF7hdYvhrcgNq8NZjfK8L,4
1tpkN6z0Zd3wphAd3DASDX,1tpkN6z0Zd3wphAd3DASDX,i was looking like a snack but u were on a diet 🌊,Florence + The Machine,False,The End Of Love,2018-06-29,71,0.254,0.0877,6,-9.996,1,0.0382,0.805,2.9e-05,0.137,0.0907,68.991,audio_features,spotify:track:1tpkN6z0Zd3wphAd3DASDX,4
23UCOmWmenFhxFQG71tTKL,23UCOmWmenFhxFQG71tTKL,i was looking like a snack but u were on a diet 🌊,Tom Odell,False,Long Way Down,2013-09-17,47,0.367,0.121,6,-13.778,1,0.0335,0.972,0.0322,0.0871,0.0926,132.244,audio_features,spotify:track:23UCOmWmenFhxFQG71tTKL,4
12WNQYCDBQpusqMMY2BsEy,12WNQYCDBQpusqMMY2BsEy,i was looking like a snack but u were on a diet 🌊,The Cinematic Orchestra,False,To Build A Home,2007-05-07,53,0.265,0.127,9,-15.417,1,0.034,0.884,0.391,0.0957,0.0757,147.734,audio_features,spotify:track:12WNQYCDBQpusqMMY2BsEy,4
4L2K7JKseFCBoHMZEAszW0,4L2K7JKseFCBoHMZEAszW0,i was looking like a snack but u were on a diet 🌊,Labrinth,False,Jealous,2014-11-21,77,0.435,0.155,1,-8.948,1,0.046,0.873,0.0,0.107,0.0935,128.532,audio_features,spotify:track:4L2K7JKseFCBoHMZEAszW0,3
39KG4kom3enSx4GTThuDGt,39KG4kom3enSx4GTThuDGt,i was looking like a snack but u were on a diet 🌊,Khalid,False,Coaster,2017-04-27,77,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,audio_features,spotify:track:39KG4kom3enSx4GTThuDGt,4
4JyLFq2mHC8JPFTXHwYPWD,4JyLFq2mHC8JPFTXHwYPWD,i was looking like a snack but u were on a diet 🌊,Lorde,False,Liability,2017-03-09,21,0.596,0.219,10,-11.148,0,0.149,0.925,0.0,0.134,0.334,83.096,audio_features,spotify:track:4JyLFq2mHC8JPFTXHwYPWD,4
3rTnGUeDrnZV22DvRuUuXr,3rTnGUeDrnZV22DvRuUuXr,i was looking like a snack but u were on a diet 🌊,M83,False,Wait,2011-01-01,60,0.437,0.229,2,-10.514,1,0.0308,0.221,0.0599,0.0935,0.0754,147.911,audio_features,spotify:track:3rTnGUeDrnZV22DvRuUuXr,4
6GMblDhPDP420uc77vmqTc,6GMblDhPDP420uc77vmqTc,i was looking like a snack but u were on a diet 🌊,Daniel Caesar,False,Won't Live Here,2016-03-28,58,0.315,0.227,5,-13.27,0,0.0313,0.904,0.0,0.377,0.199,140.071,audio_features,spotify:track:6GMblDhPDP420uc77vmqTc,4
7DF2SSCuHoniuh5sPeMvkv,7DF2SSCuHoniuh5sPeMvkv,i was looking like a snack but u were on a diet 🌊,Banks,True,Someone New,2014-01-01,53,0.474,0.226,6,-12.763,0,0.0328,0.931,0.000289,0.121,0.386,86.477,audio_features,spotify:track:7DF2SSCuHoniuh5sPeMvkv,4
4hjbxjZpJ8H6qRCzDOGI0M,4hjbxjZpJ8H6qRCzDOGI0M,i was looking like a snack but u were on a diet 🌊,dodie,False,Sick of Losing Soulmates,2016-10-14,57,0.478,0.241,2,-17.122,1,0.0386,0.716,0.216,0.354,0.11,75.285,audio_features,spotify:track:4hjbxjZpJ8H6qRCzDOGI0M,4
1fOkmYW3ZFkkjIdOZSf596,1fOkmYW3ZFkkjIdOZSf596,i was looking like a snack but u were on a diet 🌊,Frank Ocean,True,Pink Matter,2012-01-01,63,0.399,0.247,11,-11.473,0,0.0632,0.95,0.000428,0.105,0.493,84.093,audio_features,spotify:track:1fOkmYW3ZFkkjIdOZSf596,4
2FFYeeIB7Vxj5qL8xr7Kd6,2FFYeeIB7Vxj5qL8xr7Kd6,i was looking like a snack but u were on a diet 🌊,Kevin Garrett,False,Coloring,2014-11-11,62,0.645,0.264,0,-10.075,1,0.0266,0.497,0.064,0.113,0.221,76.025,audio_features,spotify:track:2FFYeeIB7Vxj5qL8xr7Kd6,4
047fCsbO4NdmwCBn8pcUXl,047fCsbO4NdmwCBn8pcUXl,i was looking like a snack but u were on a diet 🌊,Drake,True,Marvins Room,2011-01-01,70,0.51,0.255,9,-17.404,0,0.0965,0.662,0.00216,0.0714,0.336,111.467,audio_features,spotify:track:047fCsbO4NdmwCBn8pcUXl,5
2k9N4caeCIJLOWwWwssrEM,2k9N4caeCIJLOWwWwssrEM,i was looking like a snack but u were on a diet 🌊,Bruno Major,False,Easily,2017-08-31,66,0.772,0.256,7,-8.545,0,0.0481,0.491,0.00612,0.144,0.357,118.902,audio_features,spotify:track:2k9N4caeCIJLOWwWwssrEM,3
7urcCRdmnA8rPrluhyXAld,7urcCRdmnA8rPrluhyXAld,i was looking like a snack but u were on a diet 🌊,Thirdstory,False,I’m Coming ‘Round,2018-03-09,39,0.205,0.285,1,-8.442,1,0.0343,0.797,8.38e-05,0.111,0.0391,84.034,audio_features,spotify:track:7urcCRdmnA8rPrluhyXAld,5
7vRriwrloYVaoAe3a9wJHe,7vRriwrloYVaoAe3a9wJHe,i was looking like a snack but u were on a diet 🌊,gnash,True,"i hate u, i love u (feat. olivia o'brien)",2016-03-25,81,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,audio_features,spotify:track:7vRriwrloYVaoAe3a9wJHe,4
193Dm5SqYy3hTSbuzxbwKc,193Dm5SqYy3hTSbuzxbwKc,i was looking like a snack but u were on a diet 🌊,Lorde,False,Writer In The Dark,2017-06-16,52,0.325,0.271,7,-8.069,1,0.0418,0.73,0.0,0.301,0.279,71.855,audio_features,spotify:track:193Dm5SqYy3hTSbuzxbwKc,4
7sTtHHrD0zDpmzQzH3zegz,7sTtHHrD0zDpmzQzH3zegz,i was looking like a snack but u were on a diet 🌊,Camila Cabello,False,Consequences,2018-01-12,71,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,audio_features,spotify:track:7sTtHHrD0zDpmzQzH3zegz,5
2GMVFDUyBScHFjYlajlF0A,2GMVFDUyBScHFjYlajlF0A,i was looking like a snack but u were on a diet 🌊,AURORA,False,Runaway,2016-03-11,53,0.329,0.298,11,-9.262,1,0.0372,0.637,6.74e-05,0.104,0.126,171.541,audio_features,spotify:track:2GMVFDUyBScHFjYlajlF0A,3
5zT5cMnMKoyruPj13TQXGx,5zT5cMnMKoyruPj13TQXGx,i was looking like a snack but u were on a diet 🌊,Amber Run,False,I Found,2015-04-17,70,0.389,0.302,7,-12.485,0,0.0438,0.862,0.00567,0.104,0.234,124.956,audio_features,spotify:track:5zT5cMnMKoyruPj13TQXGx,4
0pE3Q9ojNxS9YvN0gGzork,0pE3Q9ojNxS9YvN0gGzork,i was looking like a snack but u were on a diet 🌊,Phum Viphurit,False,Sweet Hurricane,2017-02-04,47,0.66,0.309,4,-11.346,1,0.0302,0.919,0.00783,0.183,0.219,109.999,audio_features,spotify:track:0pE3Q9ojNxS9YvN0gGzork,3
1F2VIrr9oh7MwkI3NyLtHJ,1F2VIrr9oh7MwkI3NyLtHJ,i was looking like a snack but u were on a diet 🌊,Jarryd James,False,Do You Remember,2016-07-29,58,0.653,0.309,1,-10.869,0,0.0755,0.213,0.000117,0.107,0.285,144.0,audio_features,spotify:track:1F2VIrr9oh7MwkI3NyLtHJ,4
6dtWKqqdveI3YvdYJQKWWn,6dtWKqqdveI3YvdYJQKWWn,i was looking like a snack but u were on a diet 🌊,ZAYN,True,iT's YoU,2016-03-25,62,0.611,0.319,5,-10.743,1,0.0357,0.815,0.0151,0.108,0.176,124.92,audio_features,spotify:track:6dtWKqqdveI3YvdYJQKWWn,4
5NlV5HVIfgk5eHxvAGGTfy,5NlV5HVIfgk5eHxvAGGTfy,i was looking like a snack but u were on a diet 🌊,Jeremy Zucker,False,better off,2018-04-20,47,0.72,0.316,8,-12.532,0,0.0414,0.803,0.00016,0.154,0.442,98.925,audio_features,spotify:track:5NlV5HVIfgk5eHxvAGGTfy,4
1fnCJ85pEhKrpU9IsxoitM,1fnCJ85pEhKrpU9IsxoitM,i was looking like a snack but u were on a diet 🌊,Sam Smith,False,Lay Me Down,2014-01-01,38,0.426,0.329,4,-9.296,1,0.0474,0.753,2.23e-05,0.11,0.177,121.351,audio_features,spotify:track:1fnCJ85pEhKrpU9IsxoitM,4
3b82Ek8HYb8XtLPqrIFkwD,3b82Ek8HYb8XtLPqrIFkwD,i was looking like a snack but u were on a diet 🌊,NIKI,True,Pools,2018-05-23,49,0.748,0.341,0,-10.891,1,0.0944,0.285,0.238,0.107,0.436,95.011,audio_features,spotify:track:3b82Ek8HYb8XtLPqrIFkwD,4
5QKhg4r4Ibt0LVTmWEXTEg,5QKhg4r4Ibt0LVTmWEXTEg,i was looking like a snack but u were on a diet 🌊,Taylor Swift,False,Sad Beautiful Tragic,2012-01-01,51,0.625,0.345,7,-12.378,1,0.029,0.627,0.0281,0.127,0.24,129.974,audio_features,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,3
5O06nbk5wDRr1WR3Tyo0Af,5O06nbk5wDRr1WR3Tyo0Af,i was looking like a snack but u were on a diet 🌊,Michl,False,Die Trying,2016-08-12,52,0.417,0.355,6,-8.374,1,0.0806,0.791,0.0,0.163,0.0751,125.178,audio_features,spotify:track:5O06nbk5wDRr1WR3Tyo0Af,4
1TPLsNVlofwX1txcE9gZZF,1TPLsNVlofwX1txcE9gZZF,i was looking like a snack but u were on a diet 🌊,Daniel Caesar,False,We Find Love,2017-08-25,70,0.51,0.363,5,-8.635,1,0.0304,0.853,0.0,0.109,0.426,78.0,audio_features,spotify:track:1TPLsNVlofwX1txcE9gZZF,4
0GXVf8MuVWOlHmZuO2twqa,0GXVf8MuVWOlHmZuO2twqa,i was looking like a snack but u were on a diet 🌊,Brian Puspos,False,Murder She Wrote,2016-10-26,42,0.427,0.357,3,-8.354,0,0.0334,0.296,0.0,0.125,0.708,85.535,audio_features,spotify:track:0GXVf8MuVWOlHmZuO2twqa,4
55G4Der9QqteKU713FRgBM,55G4Der9QqteKU713FRgBM,i was looking like a snack but u were on a diet 🌊,Stromae,False,quand c'est ?,2013-01-01,42,0.405,0.373,8,-12.539,1,0.175,0.0913,1.03e-05,0.0876,0.241,100.285,audio_features,spotify:track:55G4Der9QqteKU713FRgBM,4
